number,text,label
train-1203,"Climate change, whatever the
cause, has profoundly affected
human societies and the natural
environment in the past. Throughout
history there are examples of
societal collapse associated with
regional changes in climate, ranging
from the decline of the Maya in
Mexico (linked to drought) to
the disappearance of the Viking
community from Greenland in
the fifteenth century (linked to
decreasing temperatures). Some
of these regional climate changes
occurred rapidly, on timescales
similar to current rates of global
climate change.",0
train-1204,"Climate warming causes land and
ocean life to migrate away from
areas that have become too warm,
and towards areas that previously
were too cool. In many places,
climate change is likely to lead
to invasion by new species and
extinctions of some existing species
that will have nowhere to migrate,
for example because they are located
on mountain tops (Figure 7.1).
Seemingly small changes, such as the
loss of a key pollinating species, may
potentially have large impacts.
Carbon dioxide affects ecosystems
directly, both positively and
negatively. On land it enhances
growth in some trees and plants,
an effect sometimes called
‘CO2 fertilisation’. Absorption
of CO2 into the oceans causes
‘ocean acidification’, impeding
shell formation by organisms
such as corals and causing coral
deterioration or death.",0
train-1205,"Melting ice from Greenland and Antarctica contributes to about a third of the sea level rise we're seeing, Professor Smith said.
Greenland's ice sheet lost an average of 200 gigatons of ice a year, contributing up to two thirds of the sea level rise.

The majority of this ice loss was from thinning of coastal glaciers, which have been impacted by warmer summer temperatures melting the ice on the surface, and warmer ocean temperatures eroding the edges of the ice.
The satellite data showed Antarctica lost an average of 118 gigatons of ice in the same time frame.

While there are gains in ice coverage in the interior, due to increased snowfall, these did not outweigh the losses in coastal areas.

""The total amount of thinning vastly outweighs the small amount of thickening in the interior of the ice sheets,"" Professor Smith said.",0
train-1206,"Last summer was hot in Alaska.

How hot was it, you ask?

Well, last summer was so hot, salmon were literally cooking themselves in the rivers.

Bad joke? Perhaps. While you won’t find river-boiled salmon on the menu at your local seafood restaurant anytime soon, it’s a fact that last July, as Alaska and much of the Arctic experienced near-record warmth, the water temperature in some Alaskan rivers reached an unfathomable 82 degrees Fahrenheit (28 degrees Celsius). The abnormally warm waters led to mass salmon die-offs.",0
train-1207,"In findings published in the Proceedings of the National Academy of Sciences on Monday, an international team of archaeologists, climate scientists and ecologists said that if heat-trapping greenhouse gas emissions continue at the current pace, by 2070 billions of people will be living in conditions hotter than those that have allowed life to thrive for the past 6000 years.
For every 1C  of warming, one billion people will either have to migrate to cooler regions or adapt to extreme heat conditions, the study found.
Tim Kohler, an archaeologist at the University of Washington and co-author of the study said that these findings can be viewed as a worst case or ""business-as-usual"" scenario of ""what could happen if we don't change our ways.""",0
train-1208,"Australia's temperatures are increasing more than the global average, the nation's weather bureau says.
Bureau of Meteorology head of climate monitoring Karl Braganza said Australia had warmed by about 1.4 degrees Celsius while the rest of the world had increased by 1.1C.
""Australia warms slightly more than the global average,"" Dr Braganza told a Senate estimates committee in Canberra today.
When temperatures across the rest of the world increase by 3.4C on average - which was estimated in a recent report - Australia is projected to be closer to 4C, he said.",0
train-1209,"There was no way Jose Ramon Garcia, a food transporter in Venezuela, could afford new tires for his van at $350 each. Whether he opted to pay in U.S. currency or in the devalued local bolivar currency at the equivalent black market price, Garcia would have had to save up for years. Though used to expensive repairs, this one was too much and put him out of business.  Repairs cost an arm and a leg in Venezuela,  said the now-unemployed 42-year-old Garcia, who has a wife and two children to support in the southern city of Guayana.  There s no point keeping bolivars.  For a decade and a half, strict exchange controls have severely limited access to dollars. A black market in hard currency has spread in response, and as once-sky-high oil revenue runs dry, Venezuela s economy is in free-fall.  The practice adopted by gourmet and design stores in Caracas over the last couple of years to charge in dollars to a select group of expatriates or Venezuelans with access to greenbacks is fast spreading.  Food sellers, dental and medical clinics, and others are starting to charge in dollars or their black market equivalent - putting many basic goods and services out of reach for a large number of Venezuelans.  According to the opposition-led National Assembly, November s rise in prices topped academics  traditional benchmark for hyperinflation of more than 50 percent a month - and could end the year at 2,000 percent. The government has not published inflation data for more than a year.  I can t think in bolivars anymore, because you have to give a different price every hour,  said Yoselin Aguirre, 27, who makes and sells jewelry in the Paraguana peninsula and has recently pegged prices to the dollar.  To survive, you have to dollarize.  The socialist government of the late president Hugo Chavez in 2003 brought in the strict controls in order to curb capital flight, as the wealthy sought to move money out of Venezuela after a coup attempt and major oil strike the previous year. Oil revenue was initially able to bolster artificial exchange rates, though the black market grew and now is becoming unmanageable for the government.   President Nicolas Maduro has maintained his predecessor s policies on capital controls. Yet, the spread between the strongest official rate, of some 10 bolivars per dollar, and the black market rate, of around 110,000 per dollar, is now huge.  While sellers see a shift to hard currency as necessary, buyers sometimes blame them for speculating. Rafael Vetencourt, 55, a steel worker in Ciudad Guayana, needed a prostate operation priced at $250.   We don t earn in dollars. It s abusive to charge in dollars!  said Vetencourt, who had to decimate his savings to pay for the surgery. In just one year, Venezuela s currency has weakened 97.5 per cent against the greenback, meaning $1,000 of local currency purchased then would be worth just $25 now. Maduro blames black market rate-publishing websites such as DolarToday for inflating the numbers, part of an  economic war  he says is designed by the opposition and Washington to topple him. On Venezuela s borders with Brazil and Colombia, the prices of imported oil, eggs and wheat flour vary daily in line with the black market price for bolivars.  In an upscale Caracas market, cheese-filled arepas, the traditional breakfast made with corn flour, increased 65 percent in price in just two weeks, according to tracking by Reuters reporters. In the same period, a kilogram of ham jumped a whopping 171 percent. The runaway prices have dampened Christmas celebrations, which this season were characterized by shortages of pine trees and toys, as well as meat, chicken and cornmeal for the preparation of typical dishes. In one grim festive joke, a Christmas tree in Maracaibo, the country s oil capital and second city, was decorated with virtually worthless low-denomination bolivar bills. Most Venezuelans, earning just $5 a month at the black market rate, are nowhere near being able to save hard currency.  How do I do it? I earn in bolivars and have no way to buy foreign currency,  said Cristina Centeno, a 31-year-old teacher  who, like many, was seeking remote work online before Christmas in order to bring in some hard currency. ",0
train-1210,"The 2012 presidential election is still more than two weeks away, but on Friday a CBS News affiliate in Arizona called the race for President Barack Obama.

For 17 seconds, Phoenix, Arizona CBS News affiliate KPHO ran a lower third graphic that showed that Obama had won the Nov. 6 election over Gov. Mitt Romney with 99% of the precincts reporting. The lower third graphic appeared around 3:30 p.m. on Oct. 19, during an episode of “The People’s Court.”

The CBS News graphic showed Obama winning the election with 43 percent of the vote nationwide to Romney’s 40 percent -– or 40,237,966 votes to 38,116,216. It is unclear who garnered the other 17 percent in the fictional election results.

KPHO’s general manager did not return The Daily Caller’s request for comment by time of publication.

UPDATE 12:10 p.m.:

Michele Wallace of KPHO told TheDC that this was the result of a mistake made with a test graphic:

“On Friday October 19th during a test of KPHO- CBS 5’s election returns software we inadvertently aired a test graphic for about 15 seconds in an episode of Peoples Court,” Wallace said. “The mistake was caught quickly and taken off the screen. With the election about 2 weeks away, the TV station routinely tests its equipment to ensure our viewers have the very latest’s results on election night.  We regret the error and apologize to any viewer who was confused by the mistake.”",0
train-1211,"Alex Jones  a prominent conspiracy theorist and the host of a popular right-wing radio show  has apologized for helping to spread and promote the hoax known as Pizzagate. The admission on Friday by Mr. Jones  the host of ""The Alex Jones Show"" and the operator of the website Infowars  was striking. In addition to promoting the Pizzagate conspiracy theory  he has contended that the Sept. 11 attacks were inside jobs carried out by the United States government and that the 2012 shooting at Sandy Hook Elementary School in Newtown  Conn.  was a hoax concocted by those hostile to the Second Amendment. The Pizzagate theory  which posited with no evidence that top Democratic officials were involved with a satanic child pornography ring centered around Comet Ping Pong  a pizza restaurant in Washington  D.C.  grew in online forums before making its way to more visible venues  including Mr. Jones's show. And its prominence after the election drew attention to the proliferation of false and misleading news  much of it politically charged  that circulated on platforms like Facebook  Twitter and YouTube.",0
train-1212,"Amazon has made its first move into the Middle East after agreeing to buy the region's largest online retailer  Souq.com  for an undisclosed amount. Souq was launched in 2005 and offers more than 8.4 million products. It sells across 31 categories including consumer electronics  fashion  health and beauty  household goods and baby. ""Amazon and Souq share the same DNA. We're driven by customers  invention and long-term thinking  said Amazon senior vice-president Russ Grandinetti. Some reports have suggested Amazon is paying about $650m (£517m) for the company. The deal was revealed a day after Emaar Malls, the operator of Dubai's biggest mall, made an offer of $800m (£636m) for Souq.",0
train-1213,"Ford has said it will spend $1.2bn (£1bn) as part of a planned upgrade of three Michigan plants. It said $850m will be spent on retooling its factory in Wayne where Ford plans to build Bronco and Ranger models. In addition  Ford will create 130 jobs at its Romeo engine parts plant  it said in a statement. In January  the US car giant said it would cancel a $1.6bn plant it had planned to build in Mexico. US President Donald Trump  who put pressure on Ford over its planned Mexico investment  tweeted earlier on Tuesday: ""Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to US. JOBS! JOBS! JOBS!"" Ford's US investment announcement is largely in line with a previous agreement it reached with the United Auto Workers union.",0
train-1214,Westinghouse  Toshiba's US nuclear unit  has filed for US bankruptcy protection. The US firm has struggled with hefty losses that have thrown its Japanese parent into a crisis  putting the conglomerate's future at risk. Westinghouse has suffered huge cost overruns at two US projects in Georgia and South Carolina. Toshiba said the bankruptcy would not affect Westinghouse's UK operation  which employs more than 1 000 workers. However  the firm warned that the writedown of its US nuclear business could see Toshiba's total losses last year exceed 1 trillion yen ($9.1bn; £7.3bn)  almost triple its previous estimate. The Japanese government confirmed on Wednesday that it was aware of Toshiba's plans.,0
train-1215,"European Union regulators dealt a final blow to Deutsche Boerse AG's planned takeover of London Stock Exchange Group Plc  a symbolic block on EU-U.K. integration on the same day Britain formally serves notice of its decision to quit the EU. The $14 billion deal to create Europe's biggest exchange would have harmed competition in the soon-to-be 27-nation EU by creating a de facto monopoly for clearing bonds and repurchase agreements  the European Commission said in an emailed statement Wednesday. The decision  flagged last month by LSE  thwarts Deutsche Boerse's expansion just five years after the EU also banned a proposed tie-up with NYSE Euronext. ""The commission cannot allow the creation of monopolies and that is what would have happened in this case  Margrethe Vestager, the EU's antitrust commissioner, told reporters in Brussels. LSE was not prepared"" to sell a small unit that would have removed concerns that the combined firm could have weakened rival Euronext NV. EU regulators have become increasingly tough on big deals  demanding weighty concessions to eliminate overlapping businesses amid concerns that a combined firm could dominate an industry and increase prices. While this is the second time that Vestager has formally blocked a merger  several transactions have been ditched over antitrust opposition.",0
train-1216,"Uber will shut down its operation in Denmark next month following the introduction of new taxi laws  the company has said  marking the latest European setback for the US ride-booking service. A company spokesman  Kristian Agerbo  said on Tuesday Uber ""must take the consequences"" of the rules  which among other things will require cabs to be fitted with seat occupancy sensors and fare meters.Uber suspends fleet of self-driving cars following Arizona crash. Uber has faced problems in cities including Madrid  Frankfurt  Paris and London  and is awaiting a decision from the European court of justice that could determine how it is regulated on the continent: as a transport service or a digital platform.",0
train-1217,Tesco is to pay out £235m to settle investigations by the Serious Fraud Office and Financial Conduct Authority into the 2014 accounting scandal that rocked Britain's biggest retailer. It will pay a fine of £129m as part of a deferred prosecution agreement (DPA) with the SFO  although this deal requires court approval. The DPA relates to Tesco subsidiary Tesco Stores Ltd. The supermarket group has separately agreed with the FCA to pay about £85m in compensation to investors affected by a trading statement on 29 August 2014 that overstated profits. Tesco will also pay legal costs associated with the agreements and said the total exceptional charge was expected to be £235m.,0
train-1218,"BrewDog threatened legal action to prevent a bar from using the term ""punk"" in its name  it has emerged  a day after the brewer blamed ""trigger-happy"" lawyers for a similar dispute that sparked a social media backlash. The brewer  which has been a vocal critic of the behaviour of large corporations  raised an objection to plans by music promoter Tony Green to open a bar in Leeds called Draft Punk. Green  who says the name was a tongue-in-cheek reference to French dance music act Daft Punk  said the ""intimidating"" threat contravened the punk movement spirit that BrewDog claims to espouse.",0
train-1219,"Study says  ""More than 10 million UK workers are at high risk of being replaced by robots within 15 years as the automation of routine tasks gathers pace in a new machine age. A report by the consultancy firm PwC found that 30% of jobs in Britain were potentially under threat from breakthroughs in artificial intelligence (AI). In some sectors half the jobs could go. The report predicted that automation would boost productivity and create fresh job opportunities  but it said action was needed to prevent the widening of inequality that would result from robots increasingly being used for low-skill tasks. PwC said 2.25 million jobs were at high risk in wholesale and retailing – the sector that employs most people in the UK – and 1.2 million were under threat in manufacturing  1.1 million in administrative and support services and 950 000 in transport and storage.",0
train-1220,"Brexit negotiations are on course to fail unless both Britain and the European Union ditch their winner-takes-all approach to the coming talks  the former president of the European commission José Manuel Barroso has said. With just days to go before Theresa May formally notifies Brussels of the UK's intention to leave the EU  Jean-Claude Juncker's predecessor said the two sides were playing a dangerous game. The UK's prime minister has said she believes ""no deal is better than a bad deal""  and some in her cabinet have openly talked up the prospect of walking away from the negotiating table.",0
train-1221,"Yahoo and AOL with advertisers'  ""Snapchat could become more popular with advertisers than Twitter  Yahoo and AOL within three years  with the messaging app company forecast to be bring in revenues of more than $3bn (£2.4bn) a year by the end of 2019. That bullish forecast is based on advertisers targeting the hard-to-reach youth audience that Snapchat has seemingly cornered. More than half (51%) of video users on the app are under 24  compared with 23% for Facebook and 17% for Google's YouTube (17%)  according to Ampere Analysis. Brands are also keen to see a true rival emerge to challenge Facebook and Google  which have recently come in for heavy criticism for their advertising practices. The two web giants currently account for 58% of the $141bn global mobile ad market.",0
train-1222,For more than two decades  free trade has been at the heart of Mexico's relationship with America  responsible for pumping a stream of vehicles  audio components and avocados north and cheap corn  cattle and software south. To the nation's leaders  it was central  vital  nonnegotiable. At least until President Trump came along  promising to upend nearly $500 billion in annual trade between the two countries if it could not be re-engineered more in America's favor. Now  the Mexico's leaders have a new priority: urging their American counterparts to hurry up and get on with it. While free trade has long been an article of faith in Mexico  uncertainty over the fate of the North American Free Trade Agreement is hitting the country hard.,0
train-1223,"Setting Up Face-Off With Trump  ""California's clean-air agency voted on Friday to push ahead with stricter emissions standards for cars and trucks  setting up a potential legal battle with the Trump administration over the state's plan to reduce planet-warming gases. The vote  by the California Air Resources Board  is the boldest indication yet of California's plan to stand up to President Trump's agenda. Leading politicians in the state  from the governor down to many mayors  have promised to lead the resistance to Mr. Trump's policies. Mr. Trump  backing industry over environmental concerns  said easing emissions rules would help stimulate auto manufacturing. He vowed last week to loosen the regulations. Automakers are aggressively pursuing those changes after years of supporting stricter standards.",0
train-1224,The big banks and Silicon Valley are waging an escalating battle over your personal financial data: your dinner bill last night  your monthly mortgage payment  the interest rates you pay. Technology companies like Mint and Betterment have been eager to slurp up this data  mainly by building services that let people link all their various bank-account and credit-card information. The selling point is to make budgeting and bookkeeping easier. But the data is also being used to offer new kinds of loans and investment products. Now  banks have decided they aren't letting the data go without a fight. In recent weeks  several large banks have been pushing to restrict the sharing of this kind of data with technology companies  according to the tech firms. In some cases  they are refusing to pass along information  like the fees and interest rates they charge. Both sides see big money to be made from the reams of highly personal information created by financial transactions.,0
train-1225,"A new smartphone attachment can evaluate a man's semen and determine his level of fertility with up to 98% accuracy, a new study has showed.

The new technology -- consisting of an external accessory in which sperm samples are inserted and an app that analyzes them -- could make testing as straightforward as a home pregnancy test, the scientists say. The new technology is still a few years away, but the team behind it hopes this new form of testing will make infertility testing both easier and cheaper for men, avoiding the need for them to go to a clinic.",0
train-1226,"Popular web portal Yahoo said today that it believes a ""state-sponsored actor"" stole information relating to some 500 million user accounts from its network at the end of 2014.

But Yahoo only learned about the breach ""in the last few weeks,"" a source familiar with the matter told ABC News.

The stolen information, according to Yahoo, could include names, email addresses, dates of birth, telephone numbers, password information, and possibly the question-answer combinations for security questions, which are often used to reset passwords.",0
train-1227,"The U.S. government is temporarily barring passengers on certain flights originating in eight other countries from bringing laptops, iPads, cameras and most other electronics in carry-on luggage starting Tuesday.

The reason for the ban was not immediately clear. U.S. security officials would not comment. The ban was revealed Monday in statements from Royal Jordanian Airlines and the official news agency of Saudi Arabia. A second U.S. official said the ban will affect nine airlines in total, and the Transportation Security Administration will inform the affected airlines at 3 a.m. Eastern time Tuesday.",0
train-1228,"Apple is cutting prices on two iPad models and introducing red iPhones, but the company held back on updating its higher-end iPad Pro tablets.

A much-speculated 10.5-inch iPad Pro didn't materialize, nor did new versions of existing sizes in the Pro lineup, which is aimed at businesses and creative professionals. The new devices are mostly refreshes of existing models. Apple unveiled them through press releases Tuesday rather than a staged event, as it typically does for bigger product releases.",0
train-1229,"A much-speculated 10.5-inch iPad Pro didn't materialize, nor did new versions of existing sizes in the Pro lineup, which is aimed at businesses and creative professionals. The new devices are mostly refreshes of existing models. Apple unveiled them through press releases Tuesday rather than a staged event, as it typically does for bigger product releases.",0
train-1230,"U.S. and British officials said Tuesday the decision to bar laptops and tablets from the cabins of some international flights wasn't based on any specific threat but on longstanding concerns about terrorists targeting jetliners.

Unimpressed, some travelers and civil liberties groups denounced the ban, raising concerns that included lost worktime on long flights and worries that checking laptops in baggage will make them more vulnerable to theft.

Under the new bans, electronic devices larger than smartphones, such as laptops, tablets and gaming devices, will have to be checked on some international flights. American officials announced the U.S. ban early Tuesday, and the British followed later in the day after discussions between the countries.",0
train-1231,"Heatwaves are among the
highest-impact climate events in
terms of human health in Australia.
In very hot conditions, people can
suffer from heat stress, especially
vulnerable individuals such as the
sick and elderly. During the heatwave
of early 2009 in Victoria, there were
374 more deaths than average for
the time of year (Figure 7.3). Warmer
temperatures in future will lead to
increased occurrences of heatwaves
(Figure 5.2 left, see page 21). Without
further adaptation, extremely hot
episodes are expected to have the
greatest impact on mortality in the
hotter north, while in cooler southern
Australia there is likely to be an
offsetting reduction in the number
of cold-season deaths.",0
train-1232,"In this interconnected world, many
risks to Australia from climate
change, and potentially many
opportunities, arise from impacts
outside our national borders. For
example: (1) sea-level rise and
extreme events will threaten
coastal zones, Pacific small island
states, and large urban centres in
Asian megadeltas; (2) global food
production and trading patterns will
change as present-day exporters see
production fall, and as new exporters
emerge; (3) climate change may
exacerbate emerging humanitarian
and security issues elsewhere in the
world, leading to increased demands
on Australia for aid, disaster relief
and resettlement.",0
train-1233,"Climate change
can have impacts on infrastructure
such as electricity and transport
networks. Electricity demand rises
sharply during heatwaves because
of increased air conditioning. To
avoid extensive blackouts there
has been investment in generation
and network capacity that is only
used for a short time. In New South
Wales, capacity needed for fewer
than 40 hours a year (less than 1%
of time) accounts for around 25%
of retail electricity bills. In the 2009
heatwave in Melbourne, many rail
services were cancelled because rails
buckled and air conditioning failed. ",0
train-1234,"The impacts of climate change often
act to amplify other stresses. For
example, many natural ecosystems
are already subject to urban
encroachment, fragmentation,
deforestation, invasive species,
introduced pathogens and pressure
on water resources. Some societies
suffer warfare and civil unrest,
overpopulation, poverty and sinking
land in high population river deltas.
Multiple stresses do not simply add
to each other in complex systems like
these; rather, they cascade together
in unexpected ways. Therefore,
climate change impacts, interacting
with other stresses, have the
potential to shift some ecosystems
and societies into new states with
significant consequences for human
wellbeing. For moderate levels of
climate change, developed countries
such as Australia are well placed to
manage and adapt to such cascading
impacts. However, developing
nations, especially the least
developed, face risks from projected
impacts that may exceed capacities
to adapt successfully. As climate
change intensifies, especially under
high-emission pathways (Question 4),
adaptive capacities may be exceeded
even in developed countries.",0
train-1235,"While advances continue to be
made in our understanding of
climate physics and the response
of the climate system to increases
in greenhouse gases, many
uncertainties are likely to persist.
The rate of future global warming
depends on future emissions,
feedback processes that dampen or
reinforce disturbances to the climate
system, and unpredictable natural
influences on climate like volcanic
eruptions. Uncertain processes that
will affect how fast the world warms
for a given emissions pathway are
dominated by cloud formation,
but also include water vapour and
ice feedbacks, ocean circulation
changes, and natural cycles of
greenhouse gases. Although
information from past climate
changes largely corroborates model
calculations, this is also uncertain
due to inaccuracies in the data
and potentially important factors
about which we have incomplete
information.",0
train-1236,"Since the Industrial Revolution began in about 1750, CO2 levels have risen more than 30%. The concentration of CO2 in the atmosphere is higher than at any time in at least 800,000 years.

Other greenhouse gases such as methane and nitrous oxide are also released through human activities but they are less abundant than carbon dioxide.",0
train-1237,"The world is about one degree Celsius warmer than before widespread industrialisation, the World Meteorological Organization (WMO) says.

The 20 warmest years on record all occurred in the past 22 years, with 2015-18 making up the top four.

Across the globe, the average sea level increased by 3.6mm per year between 2005 and 2015.

Most of this change was because water increases in volume as it heats up.",0
train-1238,"The change in the global surface temperature between 1850 and the end of the 21st Century is likely to exceed 1.5C, most simulations suggest.

The WMO says that if the current warming trend continues, temperatures could rise 3-5C by the end of this century.

Temperature rises of 2C had long been regarded as the gateway to dangerous warming. More recently, scientists and policymakers have argued that limiting temperature rises to 1.5C is safer.",0
train-1239,"""Scientists might want to write in capital letters, 'ACT NOW, IDIOTS,' but they need to say that with facts and numbers,"" said Kaisa Kosonen, of Greenpeace, who was an observer at the negotiations. ""And they have.""

The researchers have used these facts and numbers to paint a picture of the world with a dangerous fever, caused by humans. We used to think if we could keep warming below two degrees this century, then the changes we would experience would be manageable.

Not any more. This new study says that going past 1.5C is dicing with the planet's liveability. And the 1.5C temperature ""guard rail"" could be exceeded in just 12 years, in 2030.

We can stay below it - but it will require urgent, large-scale changes from governments and individuals and we will have to invest a massive pile of cash every year, about 2.5% of global gross domestic product (GDP), the value of all goods and services produced, for two decades.",0
train-1240,"Scientists in Germany flipped the switch Thursday on what's being described as ""the world's largest artificial sun,"" a device they hope will help shed light on new ways of making climate-friendly fuels.

The giant honeycomb-like setup of 149 spotlights - officially known as ""Synlight"" - in Juelich, about 30 kilometers (19 miles) west of Cologne, uses xenon short-arc lamps normally found in cinemas to simulate natural sunlight that's often in short supply in Germany at this time of year.",0
train-1241,"If you dream of zipping around Rome on a classic Vespa like Audrey Hepburn, then listen up. The world's oldest Vespa is up for auction.

The scooter is from Piaggio's ""0 Series"" with the serial number 1003, making it the third prototype of 60 made by the famous company.

Because the first two have since gone to scooter heaven, 1003 is now the oldest Vespa. When the auction is over, the deep-pocketed owner won't win just a museum piece, because this Vespa still runs.",0
train-1242,"Running out of toilet paper will never be the same again.

Amazon on Tuesday said customers can now use Alexa to shop from its Prime Now rapid-delivery service. That means people in the over 30 US cities with Prime Now can call out to their Echo devices to shop for tens of thousands of items -- including diapers, dish soap, NyQuil and Doritos -- that will arrive in as little as two hours.

Also, alcohol delivery is available in Seattle, Amazon's hometown, and beer and wine are available in Columbus and Cincinnati, Ohio. (Alcohol shipments require customers to show ID to the deliver worker.)",0
train-1243,"Fossil Group is going all-in on connected watches. The company previously announced that it planned to release 300 new smartwatches, hybrid watches and fitness trackers across multiple brands in 2017. Fossil is now making good on that promise and has shown off a variety of new models at the Baselworld watch and jewelry expo in Switzerland.

Later this year we will see new smartwatches from brands like Diesel, Emporio Armani, Fossil, Michael Kors and Misfit. All of the watches will run the new Android Wear 2.0 operating system and be powered by a Snapdragon Wear 2100 chip. Fossil has also said they will feature high-resolution full-AMOLED displays. Other details such as mobile payments or cellular connectivity weren't announced.",0
train-1244,"If you've ever tried to meet up with friends at a big expanse like Central Park or Golden Gate Park, you know it can be a pain to find the exact spot where they're hanging out.

Google wants to help.

The search giant on Wednesday unveiled a new feature for Google Maps called ""location sharing"" that lets you reveal your exact location to a contact for a certain period of time -- from 15 minutes to 3 hours, or until you turn off the feature.

You can also share a driving or walking route if you're going from one place to another, and your friends will be able to see your progress on the map.",0
train-1245,"AT&T doesn't want its name showing up next to videos promoting intolerance and hate. As a result, the carrier on Wednesday said it's pulling ads from YouTube and other Google ""non-search platforms.""

""We are deeply concerned that our ads may have appeared alongside YouTube content promoting terrorism and hate,"" the company said in an email. ""Until Google can ensure this won't happen again, we are removing our ads from Google's non-search platforms.""

Rival Verizon told USA Today that it has also pulled its ads.",0
train-1246,"It's not easy to sink your teeth into one of Impossible Foods' lab-grown meatless hamburgers. After all, you can only get them at eight US restaurants.

On Wednesday, though, the company said it will bring its Impossible Burger to 1,000 eateries by year's end. To make that happen, the firm is opening a factory the size of a city block. The goal is to make at least 1 million pounds of faux burger meat every month.

""You can think of this as the birthplace of a whole new industry that's going to transform the food system,"" said Pat Brown, the former Stanford biochemistry professor who founded Impossible Foods in 2011 and serves as CEO.",0
train-1247,"Training wheels for autonomous vehicles come in the shape of a human behind the wheel. But when you remove the safety driver from a robotic car, two tons of metal is let loose.

Just last week, California's Department of Motor Vehicles announced that it plans to allow companies to test autonomous cars on its roads without on-board backup drivers before the end of the year. The cars would be required to have a remote operator capable of keeping an eye on the car, but nevertheless, as the Guardian correctly points out, the news feels like a defining moment for the technology. Has it matured enough to finally let us place our faith in the ability of the robot?",0
train-1248,"The wildly popular Super Mario Run smartphone game is now available for play on Android devices, Nintendo said Wednesday.

Nintendo said in a tweet that it made the game available for download at the Google Play store a little earlier than it expected.

The release comes about three months after Super Mario Run, Nintendo's first-ever smartphone game, was launched on iOS in December. The game was an instant hit with Apple device users, racking up 40 million downloads in its first four days to become the fastest-selling iOS game in the history of the App Store.",0
train-1249,"In a groundbreaking discovery, NASA astronomers announced today they have found strong evidence that water flows on the surface of Mars. The finding makes it much more likely that life may exist or could have existed on the planet.

""We see features that look like gullies formed by flowing water and the deposits of soil and rocks transported by these flows,"" said Michael Malin, principal investigator for the Mars Orbiter Camera on the Mars Global Surveyer spacecraft at Malin Space Science Systems in San Diego. Malin and co-author Ken Edgett conclude in their study, to be published next week in the journal Science, that the streaks must have been formed by seeping water.",0
train-1250,"Apple (AAPL, Tech30) unveiled Tuesday a special red version of the iPhone 7 and 7 Plus, to commemorate the 10-year partnership between the tech giant and Red, an organization that helps fights AIDS. The special edition iPhones, which feature a red aluminum body, will come in 128GB and 256GB models starting at $749.

The red phones will be available in stores and online starting Friday for a ""limited"" time, though Apple declined to provide specific details about the timeframe.

Apple also would not share how much money will be donated to Red through the sales of these special iPhones.",0
train-1251,"No more watching the same minute-long intro song and credits before every episode of ""Orange is the New Black."" Netflix told CNNMoney Friday that some Netflix members recently began seeing a ""Skip Intro"" button while streaming, but wouldn't say when it first appeared.  

Netflix  spokesperson Smita Saran said the feature is one of ""hundreds"" of A-B tests that the company conducts each year to try out new features. ""We're looking at what does or doesn't enhance the viewing experience,"" Saran said.",0
train-1252,"On Saturday, a Google computer clocked its third consecutive victory over Lee Se-dol, the long-reigning global champion of the world's most complex board game. That win makes the machine the clear winner in a best-of-five series.

The achievements of the Google DeepMind computer, AlphaGo, are considered a significant advancement in artificial intelligence.

""To be honest, we are a bit stunned,"" said Google DeepMind CEO Demis Hassabis, after AlphaGo's third win. ""We came here to challenge Lee Se-dol, as we wanted to learn from him and see what AlphaGo was capable of.",0
train-1253,"Samsung Galaxy Note 7 phones will be banned from all airline flights after nearly 100 incidents of the devices overheating and sometimes injuring owners, the Transportation Department announced Friday.

The Federal Aviation Administration previously urged travelers not to turn on the phones, pack them in checked luggage or charge them during a flight. The new ban is effective at noon Saturday, Transportation Secretary Anthony Foxx said.

""We recognize that banning these phones from airlines will inconvenience some passengers, but the safety of all those aboard an aircraft must take priority,"" Foxx said.",0
train-1254,"On Friday, Merkel presses ahead with the new, arriving in Washington for her first face-to-face encounter with Trump after months of preparation and one postponement due to snow. Analysts and White House officials alike say Friday's sit-down will be Trump's most important meeting with a foreign leader since the Republican businessman took office in January.

Merkel, who spoke to Trump by phone in January, pushed for an in-person meeting in order to begin developing the personal ties that she hopes will lead to effective cooperation down the road, according to a German official familiar with her planning.

""Face-to-face talks are always much better than talking about each other,"" Merkel told reporters in Munich recently.",0
train-1255,"Former California Gov. Arnold Schwarzenegger continued his very public feud with President Donald Trump on Tuesday, releasing a video taunting the president over his falling approval ratings.

""The ratings are in, and you got swamped,"" Schwarzenegger said. ""Wow, now you're in the 30s? But what do you expect when you take away after-school programs for children and Meals on Wheels for the poor people?",0
train-1256,"Donald Trump might be the original tabloid president, but while he works long hours in Washington making phone calls from the Oval Office and wreaking havoc on Twitter, the gossip pages and fashion blogs are spilling a lot of ink chronicling his predecessor.

Buoyed by their celebrity, the Obamas still attract attention when they're spotted on the street. But freed from the constraints of the office, their fans are now running into them on vacation, at lunch or outside SoulCycle. And those sightings, captured via iPhone camera and shared on social media, have become fodder for regular coverage in traditional gossip columns, on friendly left-leaning blogs, and in fashion magazines eager to assess the president's post-White House wardrobe.",0
